,neg,neu,pos,compound
590,0.0,0.656,0.344,0.6369
591,0.0,0.894,0.106,0.2263
592,0.0,1.0,0.0,0.0
593,0.0,1.0,0.0,0.0
594,0.0,0.797,0.203,0.4215
595,0.0,0.581,0.419,0.7579
596,0.0,1.0,0.0,0.0
597,0.0,1.0,0.0,0.0
598,0.0,0.833,0.167,0.296
599,0.141,0.704,0.156,0.0772
600,0.0,1.0,0.0,0.0
601,0.0,0.714,0.286,0.4939
602,0.156,0.703,0.141,-0.0516
603,0.0,0.818,0.182,0.4404
604,0.0,0.821,0.179,0.34
605,0.0,1.0,0.0,0.0
606,0.0,1.0,0.0,0.0
607,0.0,0.755,0.245,0.3818
608,0.0,1.0,0.0,0.0
609,0.0,1.0,0.0,0.0
610,0.0,0.816,0.184,0.2023
611,0.0,1.0,0.0,0.0
612,0.0,1.0,0.0,0.0
613,0.0,0.674,0.326,0.4404
614,0.0,0.603,0.397,0.5574
615,0.0,1.0,0.0,0.0
616,0.0,1.0,0.0,0.0
617,0.0,1.0,0.0,0.0
618,0.0,0.745,0.255,0.34
619,0.0,1.0,0.0,0.0
620,0.0,1.0,0.0,0.0
621,0.0,0.714,0.286,0.4939
622,0.0,1.0,0.0,0.0
623,0.378,0.42,0.202,-0.2732
624,0.0,1.0,0.0,0.0
625,0.0,0.814,0.186,0.1531
626,0.0,0.806,0.194,0.34
627,0.0,0.893,0.107,0.2023
628,0.0,0.909,0.091,0.2023
629,0.0,1.0,0.0,0.0
630,0.0,1.0,0.0,0.0
631,0.107,0.777,0.117,0.0516
632,0.182,0.818,0.0,-0.4404
633,0.11,0.89,0.0,-0.1531
634,0.0,0.753,0.247,0.3182
635,0.2,0.8,0.0,-0.3612
636,0.2,0.8,0.0,-0.3612
637,0.0,1.0,0.0,0.0
638,0.0,0.803,0.197,0.4019
639,0.0,0.797,0.203,0.4215
640,0.0,1.0,0.0,0.0
641,0.0,0.838,0.162,0.4019
642,0.0,1.0,0.0,0.0
643,0.0,1.0,0.0,0.0
644,0.0,0.752,0.248,0.5106
645,0.0,1.0,0.0,0.0
646,0.0,0.5,0.5,0.7906
647,0.0,1.0,0.0,0.0
648,0.0,0.816,0.184,0.2023
649,0.0,0.707,0.293,0.4404
650,0.0,0.844,0.156,0.34
651,0.0,0.625,0.375,0.6369
652,0.0,1.0,0.0,0.0
653,0.0,1.0,0.0,0.0
654,0.0,1.0,0.0,0.0
655,0.219,0.562,0.219,0.0
656,0.102,0.748,0.15,0.1779
657,0.0,1.0,0.0,0.0
658,0.0,1.0,0.0,0.0
659,0.0,0.629,0.371,0.6486
660,0.0,0.748,0.252,0.4019
661,0.0,1.0,0.0,0.0
662,0.0,0.791,0.209,0.4404
663,0.0,0.797,0.203,0.4215
664,0.0,1.0,0.0,0.0
665,0.0,0.602,0.398,0.6486
666,0.0,0.686,0.314,0.4939
667,0.0,0.394,0.606,0.7717
668,0.0,0.714,0.286,0.4939
669,0.0,0.857,0.143,0.3612
670,0.0,1.0,0.0,0.0
671,0.0,0.578,0.422,0.743
672,0.0,0.903,0.097,0.1027
673,0.0,1.0,0.0,0.0
674,0.0,1.0,0.0,0.0
675,0.0,1.0,0.0,0.0
676,0.0,1.0,0.0,0.0
677,0.0,1.0,0.0,0.0
678,0.0,0.816,0.184,0.2023
679,0.0,1.0,0.0,0.0
680,0.0,1.0,0.0,0.0
681,0.0,1.0,0.0,0.0
682,0.0,1.0,0.0,0.0
683,0.0,0.629,0.371,0.6486
684,0.0,1.0,0.0,0.0
685,0.0,0.673,0.327,0.5267
686,0.0,0.756,0.244,0.4404
687,0.0,1.0,0.0,0.0
688,0.0,0.452,0.548,0.8658
689,0.0,1.0,0.0,0.0
690,0.0,0.719,0.281,0.5719
691,0.0,0.8,0.2,0.3612
692,0.0,1.0,0.0,0.0
693,0.0,0.732,0.268,0.296
694,0.0,0.814,0.186,0.4939
695,0.0,0.449,0.551,0.5994
696,0.147,0.853,0.0,-0.2263
697,0.0,0.602,0.398,0.6486
698,0.22,0.78,0.0,-0.4767
699,0.0,1.0,0.0,0.0
700,0.0,0.744,0.256,0.4767
701,0.0,1.0,0.0,0.0
702,0.0,1.0,0.0,0.0
703,0.226,0.774,0.0,-0.4215
704,0.231,0.769,0.0,-0.34
705,0.0,1.0,0.0,0.0
706,0.211,0.789,0.0,-0.1531
707,0.0,1.0,0.0,0.0
708,0.0,1.0,0.0,0.0
709,0.0,1.0,0.0,0.0
710,0.0,1.0,0.0,0.0
711,0.0,0.775,0.225,0.4939
712,0.0,1.0,0.0,0.0
713,0.0,0.634,0.366,0.8689
714,0.0,1.0,0.0,0.0
715,0.0,0.645,0.355,0.296
716,0.0,1.0,0.0,0.0
717,0.0,1.0,0.0,0.0
718,0.0,0.588,0.412,0.5994
719,0.0,0.732,0.268,0.5106
720,0.0,0.728,0.272,0.4767
721,0.0,1.0,0.0,0.0
722,0.0,0.826,0.174,0.2263
723,0.0,0.629,0.371,0.6486
724,0.0,1.0,0.0,0.0
725,0.231,0.769,0.0,-0.34
726,0.0,1.0,0.0,0.0
727,0.238,0.762,0.0,-0.3612
728,0.0,1.0,0.0,0.0
729,0.0,1.0,0.0,0.0
730,0.0,1.0,0.0,0.0
731,0.0,1.0,0.0,0.0
732,0.0,1.0,0.0,0.0
733,0.139,0.861,0.0,-0.2732
734,0.0,0.649,0.351,0.4019
735,0.0,0.602,0.398,0.6486
736,0.0,0.732,0.268,0.296
737,0.0,1.0,0.0,0.0
738,0.0,1.0,0.0,0.0
739,0.0,1.0,0.0,0.0
740,0.0,1.0,0.0,0.0
741,0.0,0.631,0.369,0.4767
742,0.0,0.877,0.123,0.1027
743,0.0,0.795,0.205,0.2023
744,0.0,1.0,0.0,0.0
745,0.0,1.0,0.0,0.0
746,0.0,1.0,0.0,0.0
747,0.231,0.769,0.0,-0.34
748,0.294,0.706,0.0,-0.3612
749,0.0,1.0,0.0,0.0
750,0.0,1.0,0.0,0.0
751,0.0,1.0,0.0,0.0
752,0.0,0.809,0.191,0.3818
753,0.0,0.385,0.615,0.5859
754,0.0,1.0,0.0,0.0
755,0.0,1.0,0.0,0.0
756,0.0,0.808,0.192,0.2263
757,0.0,0.682,0.318,0.6369
758,0.076,0.707,0.217,0.3818
759,0.0,0.58,0.42,0.4404
760,0.0,0.704,0.296,0.6369
761,0.203,0.797,0.0,-0.4215
762,0.0,1.0,0.0,0.0
763,0.0,1.0,0.0,0.0
764,0.286,0.714,0.0,-0.5574
765,0.231,0.769,0.0,-0.5574
766,0.0,0.617,0.383,0.4767
767,0.275,0.611,0.115,-0.4767
768,0.255,0.638,0.106,-0.4767
769,0.0,1.0,0.0,0.0
770,0.0,0.899,0.101,0.2023
771,0.205,0.446,0.348,0.3818
772,0.274,0.726,0.0,-0.5267
773,0.0,0.813,0.187,0.3182
774,0.561,0.288,0.151,-0.6908
775,0.0,0.789,0.211,0.34
776,0.0,0.769,0.231,0.4019
777,0.0,1.0,0.0,0.0
778,0.0,1.0,0.0,0.0
779,0.136,0.64,0.224,0.2732
780,0.0,0.816,0.184,0.2023
781,0.0,0.879,0.121,0.0258
782,0.154,0.846,0.0,-0.25
783,0.0,0.629,0.371,0.6486
784,0.0,0.87,0.13,0.2732
785,0.154,0.846,0.0,-0.25
786,0.0,0.774,0.226,0.3612
787,0.0,0.658,0.342,0.3818
788,0.0,1.0,0.0,0.0
789,0.375,0.625,0.0,-0.7184
790,0.0,0.66,0.34,0.5574
791,0.0,0.759,0.241,0.3612
792,0.0,0.759,0.241,0.3612
793,0.0,0.811,0.189,0.2732
794,0.0,1.0,0.0,0.0
795,0.0,1.0,0.0,0.0
796,0.129,0.682,0.189,0.2023
797,0.224,0.776,0.0,-0.3818
798,0.0,1.0,0.0,0.0
799,0.292,0.574,0.134,-0.3182
800,0.231,0.769,0.0,-0.34
801,0.0,0.741,0.259,0.6369
802,0.194,0.806,0.0,-0.34
803,0.0,0.763,0.237,0.4215
804,0.0,0.763,0.237,0.4215
805,0.0,0.783,0.217,0.3612
806,0.211,0.789,0.0,-0.34
807,0.0,1.0,0.0,0.0
808,0.0,1.0,0.0,0.0
809,0.0,1.0,0.0,0.0
810,0.0,0.561,0.439,0.5719
811,0.0,1.0,0.0,0.0
812,0.0,0.654,0.346,0.6486
813,0.0,1.0,0.0,0.0
814,0.0,0.673,0.327,0.5267
815,0.0,1.0,0.0,0.0
816,0.0,0.816,0.184,0.5574
817,0.0,0.833,0.167,0.1027
818,0.0,0.865,0.135,0.1027
819,0.451,0.549,0.0,-0.6249
820,0.0,1.0,0.0,0.0
821,0.0,1.0,0.0,0.0
822,0.0,1.0,0.0,0.0
823,0.0,1.0,0.0,0.0
824,0.0,1.0,0.0,0.0
825,0.0,1.0,0.0,0.0
826,0.0,1.0,0.0,0.0
827,0.0,1.0,0.0,0.0
828,0.0,0.794,0.206,0.3818
829,0.0,1.0,0.0,0.0
830,0.0,1.0,0.0,0.0
831,0.0,0.818,0.182,0.25
832,0.074,0.926,0.0,-0.0516
833,0.0,1.0,0.0,0.0
834,0.0,1.0,0.0,0.0
835,0.381,0.619,0.0,-0.5106
836,0.0,0.806,0.194,0.34
837,0.0,1.0,0.0,0.0
838,0.0,0.668,0.332,0.4559
839,0.0,1.0,0.0,0.0
840,0.128,0.638,0.234,0.25
841,0.0,0.795,0.205,0.2023
842,0.0,1.0,0.0,0.0
843,0.0,1.0,0.0,0.0
844,0.0,1.0,0.0,0.0
845,0.193,0.807,0.0,-0.4767
846,0.0,1.0,0.0,0.0
847,0.0,1.0,0.0,0.0
848,0.0,1.0,0.0,0.0
849,0.319,0.37,0.311,0.2263
850,0.0,0.58,0.42,0.4404
851,0.0,1.0,0.0,0.0
852,0.167,0.833,0.0,-0.1027
853,0.167,0.833,0.0,-0.1027
854,0.237,0.763,0.0,-0.4767
855,0.0,0.779,0.221,0.1779
856,0.22,0.78,0.0,-0.4767
857,0.0,1.0,0.0,0.0
858,0.0,1.0,0.0,0.0
859,0.0,0.803,0.197,0.4019
860,0.0,0.629,0.371,0.6486
861,0.0,1.0,0.0,0.0
862,0.0,0.735,0.265,0.5574
863,0.0,0.789,0.211,0.34
864,0.0,0.561,0.439,0.5719
865,0.0,1.0,0.0,0.0
866,0.0,0.789,0.211,0.34
867,0.0,1.0,0.0,0.0
868,0.0,0.602,0.398,0.6486
869,0.0,0.862,0.138,0.34
870,0.0,1.0,0.0,0.0
871,0.0,1.0,0.0,0.0
872,0.0,1.0,0.0,0.0
873,0.0,1.0,0.0,0.0
874,0.0,1.0,0.0,0.0
875,0.0,1.0,0.0,0.0
876,0.0,1.0,0.0,0.0
877,0.0,0.661,0.339,0.6249
878,0.0,0.629,0.371,0.6486
879,0.0,0.776,0.224,0.3818
880,0.0,0.789,0.211,0.34
881,0.0,1.0,0.0,0.0
882,0.0,1.0,0.0,0.0
883,0.0,0.813,0.187,0.3182
884,0.0,0.789,0.211,0.34
885,0.0,1.0,0.0,0.0
886,0.0,1.0,0.0,0.0
887,0.0,0.6,0.4,0.7184
888,0.31,0.69,0.0,-0.2023
889,0.0,0.674,0.326,0.4404
890,0.0,1.0,0.0,0.0
891,0.0,0.789,0.211,0.34
892,0.0,1.0,0.0,0.0
893,0.0,0.803,0.197,0.4019
894,0.0,1.0,0.0,0.0
895,0.0,0.629,0.371,0.6486
896,0.0,1.0,0.0,0.0
897,0.0,1.0,0.0,0.0
898,0.0,1.0,0.0,0.0
899,0.0,0.787,0.213,0.4019
900,0.0,1.0,0.0,0.0
901,0.0,0.722,0.278,0.4019
902,0.0,1.0,0.0,0.0
903,0.144,0.577,0.279,0.34
904,0.0,0.795,0.205,0.2023
905,0.0,1.0,0.0,0.0
906,0.0,1.0,0.0,0.0
907,0.0,0.732,0.268,0.296
908,0.0,1.0,0.0,0.0
909,0.0,1.0,0.0,0.0
910,0.0,0.661,0.339,0.6249
911,0.0,1.0,0.0,0.0
912,0.0,0.702,0.298,0.6249
913,0.0,1.0,0.0,0.0
914,0.0,1.0,0.0,0.0
915,0.0,0.847,0.153,0.2023
916,0.0,0.8,0.2,0.25
917,0.0,1.0,0.0,0.0
918,0.0,1.0,0.0,0.0
919,0.0,1.0,0.0,0.0
920,0.0,1.0,0.0,0.0
921,0.104,0.896,0.0,-0.1027
922,0.0,0.815,0.185,0.5267
923,0.0,1.0,0.0,0.0
924,0.197,0.701,0.102,-0.3612
925,0.0,1.0,0.0,0.0
926,0.0,1.0,0.0,0.0
927,0.0,0.561,0.439,0.5719
928,0.0,1.0,0.0,0.0
929,0.0,1.0,0.0,0.0
930,0.211,0.789,0.0,-0.4939
931,0.186,0.814,0.0,-0.1531
932,0.0,1.0,0.0,0.0
933,0.0,1.0,0.0,0.0
934,0.0,1.0,0.0,0.0
935,0.0,1.0,0.0,0.0
936,0.0,1.0,0.0,0.0
937,0.0,0.743,0.257,0.5859
938,0.0,1.0,0.0,0.0
939,0.0,0.756,0.244,0.4404
940,0.297,0.516,0.187,-0.1779
941,0.0,1.0,0.0,0.0
942,0.0,1.0,0.0,0.0
943,0.0,0.738,0.262,0.4939
944,0.0,1.0,0.0,0.0
945,0.0,0.732,0.268,0.5106
946,0.0,0.556,0.444,0.34
947,0.0,1.0,0.0,0.0
948,0.0,1.0,0.0,0.0
949,0.0,0.581,0.419,0.802
950,0.197,0.803,0.0,-0.4019
951,0.238,0.762,0.0,-0.3612
952,0.324,0.676,0.0,-0.34
953,0.0,1.0,0.0,0.0
954,0.0,1.0,0.0,0.0
955,0.0,1.0,0.0,0.0
956,0.225,0.775,0.0,-0.4404
957,0.0,1.0,0.0,0.0
958,0.265,0.735,0.0,-0.2023
959,0.0,1.0,0.0,0.0
960,0.0,1.0,0.0,0.0
961,0.0,1.0,0.0,0.0
962,0.0,0.843,0.157,0.3818
963,0.0,1.0,0.0,0.0
964,0.0,0.836,0.164,0.4466
965,0.0,1.0,0.0,0.0
966,0.0,0.836,0.164,0.4466
967,0.0,0.9,0.1,0.2732
968,0.0,1.0,0.0,0.0
969,0.0,0.836,0.164,0.4466
970,0.0,0.836,0.164,0.4466
971,0.0,0.777,0.223,0.3182
972,0.0,1.0,0.0,0.0
973,0.0,0.741,0.259,0.4215
974,0.0,0.836,0.164,0.4466
975,0.0,0.836,0.164,0.4466
976,0.0,1.0,0.0,0.0
977,0.0,0.836,0.164,0.4466
978,0.0,0.784,0.216,0.296
979,0.0,0.836,0.164,0.4466
980,0.091,0.4,0.509,0.8074
981,0.0,0.645,0.355,0.5106
982,0.291,0.709,0.0,-0.5719
983,0.0,0.836,0.164,0.4466
984,0.0,1.0,0.0,0.0
985,0.0,0.794,0.206,0.3818
986,0.23,0.583,0.187,-0.2885
987,0.0,0.875,0.125,0.25
988,0.0,0.891,0.109,0.0258
989,0.0,1.0,0.0,0.0
990,0.0,0.836,0.164,0.4466
991,0.0,0.836,0.164,0.4466
992,0.0,0.836,0.164,0.4466
993,0.0,1.0,0.0,0.0
994,0.0,1.0,0.0,0.0
995,0.0,0.704,0.296,0.4939
996,0.0,1.0,0.0,0.0
997,0.0,0.816,0.184,0.2023
998,0.0,1.0,0.0,0.0
999,0.0,1.0,0.0,0.0
1000,0.0,1.0,0.0,0.0
1001,0.0,1.0,0.0,0.0
1002,0.0,1.0,0.0,0.0
1003,0.0,1.0,0.0,0.0
1004,0.0,0.645,0.355,0.5106
1005,0.0,1.0,0.0,0.0
1006,0.327,0.673,0.0,-0.5267
1007,0.0,1.0,0.0,0.0
1008,0.0,1.0,0.0,0.0
1009,0.0,1.0,0.0,0.0
1010,0.0,1.0,0.0,0.0
1011,0.0,1.0,0.0,0.0
1012,0.0,1.0,0.0,0.0
1013,0.0,0.769,0.231,0.2732
1014,0.0,0.76,0.24,0.4767
1015,0.0,1.0,0.0,0.0
1016,0.0,1.0,0.0,0.0
1017,0.0,0.806,0.194,0.34
1018,0.0,0.816,0.184,0.2023
1019,0.0,0.638,0.362,0.5267
1020,0.0,0.673,0.327,0.34
1021,0.0,0.821,0.179,0.34
1022,0.0,0.826,0.174,0.2732
1023,0.0,0.87,0.13,0.0516
1024,0.0,0.806,0.194,0.34
1025,0.0,1.0,0.0,0.0
1026,0.0,0.769,0.231,0.2732
1027,0.0,1.0,0.0,0.0
1028,0.0,1.0,0.0,0.0
1029,0.231,0.769,0.0,-0.34
1030,0.0,1.0,0.0,0.0
1031,0.0,0.851,0.149,0.2732
1032,0.0,1.0,0.0,0.0
1033,0.0,1.0,0.0,0.0
1034,0.0,1.0,0.0,0.0
1035,0.0,1.0,0.0,0.0
1036,0.0,1.0,0.0,0.0
1037,0.0,1.0,0.0,0.0
1038,0.0,0.816,0.184,0.2023
1039,0.0,1.0,0.0,0.0
1040,0.0,0.526,0.474,0.5423
1041,0.0,0.674,0.326,0.4404
1042,0.0,0.877,0.123,0.4466
1043,0.0,0.67,0.33,0.7506
1044,0.0,1.0,0.0,0.0
1045,0.0,0.789,0.211,0.34
1046,0.0,0.64,0.36,0.5423
1047,0.0,1.0,0.0,0.0
1048,0.167,0.833,0.0,-0.3818
1049,0.0,0.661,0.339,0.4767
1050,0.0,0.881,0.119,0.3182
1051,0.0,1.0,0.0,0.0
1052,0.0,1.0,0.0,0.0
1053,0.0,0.645,0.355,0.5106
1054,0.0,1.0,0.0,0.0
1055,0.0,1.0,0.0,0.0
1056,0.112,0.8,0.088,-0.1531
1057,0.0,1.0,0.0,0.0
1058,0.0,1.0,0.0,0.0
1059,0.0,1.0,0.0,0.0
1060,0.0,0.722,0.278,0.4019
1061,0.0,1.0,0.0,0.0
1062,0.0,0.584,0.416,0.6908
1063,0.0,1.0,0.0,0.0
1064,0.0,0.633,0.367,0.4404
1065,0.0,1.0,0.0,0.0
1066,0.0,0.789,0.211,0.34
1067,0.0,1.0,0.0,0.0
1068,0.0,1.0,0.0,0.0
1069,0.0,0.629,0.371,0.6486
1070,0.0,0.833,0.167,0.2023
1071,0.0,1.0,0.0,0.0
1072,0.231,0.769,0.0,-0.34
1073,0.0,0.602,0.398,0.6486
1074,0.0,1.0,0.0,0.0
1075,0.0,1.0,0.0,0.0
1076,0.0,1.0,0.0,0.0
1077,0.0,1.0,0.0,0.0
1078,0.0,1.0,0.0,0.0
1079,0.0,0.638,0.362,0.8176
1080,0.0,1.0,0.0,0.0
1081,0.0,1.0,0.0,0.0
1082,0.0,1.0,0.0,0.0
1083,0.0,0.676,0.324,0.34
1084,0.0,1.0,0.0,0.0
1085,0.0,1.0,0.0,0.0
1086,0.0,0.7,0.3,0.4588
1087,0.0,0.682,0.318,0.4215
1088,0.0,0.43,0.57,0.6486
1089,0.0,0.464,0.536,0.7964
1090,0.0,0.714,0.286,0.5267
1091,0.0,1.0,0.0,0.0
1092,0.0,0.674,0.326,0.4404
1093,0.0,0.757,0.243,0.5423
1094,0.0,1.0,0.0,0.0
1095,0.0,0.769,0.231,0.34
1096,0.108,0.808,0.085,-0.1531
1097,0.0,0.667,0.333,0.7579
1098,0.0,0.925,0.075,0.0772
1099,0.0,1.0,0.0,0.0
1100,0.0,0.787,0.213,0.4019
1101,0.0,1.0,0.0,0.0
1102,0.0,1.0,0.0,0.0
1103,0.0,0.833,0.167,0.2023
1104,0.0,1.0,0.0,0.0
1105,0.0,0.704,0.296,0.7096
1106,0.0,1.0,0.0,0.0
1107,0.0,1.0,0.0,0.0
1108,0.0,1.0,0.0,0.0
1109,0.0,0.763,0.237,0.4767
1110,0.0,1.0,0.0,0.0
1111,0.0,0.87,0.13,0.2023
1112,0.0,0.915,0.085,0.0772
1113,0.0,0.915,0.085,0.0772
1114,0.0,1.0,0.0,0.0
1115,0.0,1.0,0.0,0.0
1116,0.0,0.652,0.348,0.4939
1117,0.208,0.792,0.0,-0.2732
1118,0.0,1.0,0.0,0.0
1119,0.0,0.684,0.316,0.5719
1120,0.0,1.0,0.0,0.0
1121,0.0,1.0,0.0,0.0
1122,0.0,0.805,0.195,0.5267
1123,0.0,1.0,0.0,0.0
1124,0.0,0.765,0.235,0.6478
1125,0.0,0.765,0.235,0.6478
1126,0.0,1.0,0.0,0.0
1127,0.0,1.0,0.0,0.0
1128,0.0,1.0,0.0,0.0
1129,0.0,1.0,0.0,0.0
1130,0.0,1.0,0.0,0.0
1131,0.0,0.68,0.32,0.5106
1132,0.0,1.0,0.0,0.0
1133,0.0,1.0,0.0,0.0
1134,0.0,1.0,0.0,0.0
1135,0.0,0.816,0.184,0.2023
1136,0.0,1.0,0.0,0.0
1137,0.0,1.0,0.0,0.0
1138,0.0,1.0,0.0,0.0
1139,0.0,1.0,0.0,0.0
1140,0.0,0.633,0.367,0.7003
1141,0.0,0.816,0.184,0.2023
1142,0.0,0.37,0.63,0.5267
1143,0.0,1.0,0.0,0.0
1144,0.0,1.0,0.0,0.0
1145,0.0,0.756,0.244,0.4404
1146,0.0,0.645,0.355,0.5106
1147,0.0,0.645,0.355,0.5106
1148,0.0,0.638,0.362,0.5267
1149,0.0,0.902,0.098,0.0772
1150,0.0,0.253,0.747,0.5994
1151,0.0,1.0,0.0,0.0
1152,0.0,0.684,0.316,0.7184
1153,0.0,0.738,0.262,0.4927
1154,0.0,0.686,0.314,0.6705
1155,0.0,0.745,0.255,0.34
1156,0.0,0.763,0.237,0.4767
